step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51024436950684,67.5102424621582,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,3,562500.0,41.89995434479886,32.358795085013604,4,8,3,4,8,0,7,-105.0,70.5,-47.5,5.0,1984264,2.480348,nan,1.984264,nan,4,504,1156640,8,826592,8,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,1,562500.0,41.118157891248714,29.425640515204567,6,12,1,5,12,0,6,-105.0,70.5,-47.5,5.0,2686780,5.167128,nan,2.68678,nan,5,432,1445800,10,1239888,12,5,660,320,80,340,85,165,5,0,0,5
5,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,1,562500.0,30.164924181415284,19.360206600918495,9,18,1,4,18,0,5,-105.0,70.5,-47.5,5.0,3017360,8.184488,nan,3.01736,nan,4,360,1156640,8,1859832,18,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,1,562500.0,36.95756754490021,29.856457813541173,11,22,1,3,22,0,4,-105.0,70.5,-47.5,5.0,3141436,11.325924,nan,3.141436,nan,3,432,867480,6,2273128,22,3,396,192,48,204,51,99,3,0,0,3
7,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,34.44714048411001,19.460821663111023,11,22,0,4,22,0,4,-105.0,70.5,-47.5,5.0,3430728,14.756652,nan,3.430728,nan,4,432,1156640,8,2273128,22,4,528,256,64,272,68,132,4,0,0,4
8,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.93397808074951,59.71293258666992,12,24,0,2,24,0,2,-105.0,70.5,-47.5,5.0,3058648,17.8153,nan,3.058648,nan,2,288,578320,4,2479776,24,2,264,128,32,136,34,66,2,0,0,2
9,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.89501762390137,58.04386901855469,14,28,0,2,28,0,2,-105.0,70.5,-47.5,5.0,3472016,21.287316,nan,3.472016,nan,2,360,578320,4,2893072,28,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,1,562500.0,27.20969880902999,19.398610614960827,17,34,1,2,34,0,3,-105.0,70.5,-47.5,5.0,4091888,25.379204,nan,4.091888,nan,2,288,578320,4,3513016,34,2,264,128,32,136,34,66,2,0,0,2
11,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.9569346110026,58.302757263183594,23,46,0,3,46,0,3,-105.0,70.5,-47.5,5.0,5621212,31.000416,nan,5.621212,nan,3,432,867480,6,4752904,46,3,396,192,48,204,51,99,3,0,0,3
