step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_merge_metadata_bytes,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_model_bytes,t2_b0_selected_providers
1,-100.0,5.0,684,342,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46134192,46.134192,nan,46.134192,nan,299,2392,474012,43028492,2629296,299
2,-100.0,5.0,694,347,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46035646,92.169838,nan,46.035646,nan,298,2384,480942,42884584,2667736,298
3,-100.0,5.0,682,341,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46269034,138.438872,nan,46.269034,nan,300,2400,472626,43172400,2621608,300
4,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46241812,184.680684,nan,46.241812,nan,300,2400,468468,43172400,2598544,300
5,-100.0,5.0,676,338,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46241812,230.922496,nan,46.241812,nan,300,2400,468468,43172400,2598544,300
6,-100.0,5.0,688,344,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46296256,277.218752,nan,46.296256,nan,300,2400,476784,43172400,2644672,300
7,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46143266,323.362018,nan,46.143266,nan,299,2392,475398,43028492,2636984,299
8,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46126386,369.488404,nan,46.126386,nan,298,2384,494802,42884584,2744616,298
9,-100.0,5.0,712,356,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46117312,415.605716,nan,46.117312,nan,298,2384,493416,42884584,2736928,298
10,-100.0,5.0,738,369,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46235274,461.84099,nan,46.235274,nan,298,2384,511434,42884584,2836872,298
