step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,60,684,0,0,0
2,120,694,0,0,0
3,176,682,2,0,0
4,236,676,0,0,0
5,288,676,6,0,0
6,343,688,4,0,0
7,397,686,5,0,0
8,443,714,12,0,0
9,487,712,14,0,0
10,538,738,8,0,0
11,522,762,73,0,0
12,509,784,70,0,0
13,524,790,45,0,0
14,539,792,45,0,0
15,534,804,63,0,0
16,539,836,54,0,0
17,544,830,54,0,0
18,548,822,55,0,0
19,551,830,56,0,0
20,563,828,48,0,0
21,563,832,59,0,0
22,570,834,53,0,0
23,568,824,61,0,0
24,576,820,52,0,0
25,564,846,70,0,0
26,535,824,85,0,0
27,536,806,58,0,0
28,537,800,58,0,0
29,511,792,82,0,0
30,525,794,46,0,0
31,520,814,63,0,0
32,517,804,61,0,0
33,506,808,68,0,0
34,516,834,49,0,0
35,525,846,50,0,0
36,522,878,61,0,0
37,511,864,68,0,0
38,527,844,43,0,0
39,541,842,46,0,0
40,555,840,46,0,0
41,558,840,56,0,0
42,560,830,57,0,0
43,558,822,60,0,0
44,558,802,59,0,0
45,558,786,59,0,0
46,567,776,51,0,0
47,564,752,62,0,0
48,561,772,62,0,0
49,550,790,69,0,0
50,541,792,67,0,0
51,498,786,97,0,0
52,505,784,52,0,0
53,508,794,55,0,0
54,511,774,55,0,0
55,526,772,45,0,0
56,496,756,85,0,0
57,485,774,67,0,0
58,495,776,48,0,0
59,479,768,72,0,0
60,480,766,56,0,0
61,464,782,72,0,0
62,483,766,40,0,0
63,477,776,63,0,0
64,500,774,37,0,0
65,487,756,69,0,0
66,502,760,44,0,0
67,487,768,71,8,8
68,511,778,36,8,0
69,493,764,73,28,20
70,505,762,47,32,4
71,514,760,50,36,4
72,523,754,50,40,4
73,521,756,60,48,8
74,539,754,42,60,12
75,526,758,70,124,64
76,533,768,52,260,136
77,538,784,54,432,172
78,526,782,69,608,176
79,530,778,55,796,188
80,543,772,47,984,188
81,537,772,64,1176,192
82,541,762,55,1364,188
83,533,762,65,1560,196
84,547,750,46,1744,184
85,540,740,65,1940,196
86,543,728,56,2132,192
87,546,730,56,2324,192
88,538,744,66,2524,200
89,540,750,57,2720,196
90,525,770,72,2912,192
91,503,778,78,3100,188
92,502,772,59,3272,172
93,509,764,52,3448,176
94,508,784,59,3620,172
95,516,772,51,3792,172
96,533,778,43,3964,172
97,531,772,60,4140,176
98,538,776,52,4316,176
99,545,766,52,4492,176
100,541,784,62,4676,184
101,526,784,72,4872,196
102,539,786,47,5060,188
103,524,758,72,5252,192
104,528,772,55,5440,188
105,532,788,55,5628,188
106,528,780,62,5812,184
107,542,780,46,5996,184
108,546,776,55,6184,188
109,523,796,79,6372,188
110,520,796,61,6552,180
111,516,766,62,6736,184
112,505,756,68,6912,176
113,512,764,52,7088,176
114,501,766,68,7264,176
115,510,762,50,7432,168
116,509,768,59,7604,172
117,497,742,68,7772,168
118,518,750,39,7928,156
119,499,752,75,8100,172
120,518,752,41,8264,164
121,526,766,51,8436,172
122,532,756,53,8616,180
123,539,756,52,8792,176
124,508,784,86,8976,184
125,526,788,42,9144,168
126,524,774,60,9320,176
127,529,782,54,9504,184
128,526,780,61,9684,180
129,512,836,71,9872,188
130,501,812,68,10048,176
131,501,812,58,10216,168
132,454,814,99,10384,168
133,470,808,43,10524,140
134,455,800,71,10680,156
135,471,824,43,10820,140
136,482,820,47,10968,148
137,488,806,52,11112,144
138,512,812,36,11256,144
139,516,824,54,11408,152
140,528,832,47,11564,156
141,530,808,56,11728,164
142,518,822,69,11908,180
143,526,826,51,12080,172
144,540,814,46,12264,184
145,544,806,55,12452,188
146,529,802,72,12644,192
147,533,798,55,12832,188
148,511,802,78,13016,184
149,509,812,60,13192,176
150,517,812,51,13364,172
151,506,794,68,13540,176
152,513,782,52,13716,176
153,511,764,60,13892,176
154,520,778,50,14060,168
155,520,764,58,14228,168
156,528,770,51,14400,172
157,500,752,83,14576,176
158,473,748,82,14744,168
159,485,754,47,14900,156
160,488,758,55,15056,156
161,508,758,40,15216,160
162,527,764,41,15380,164
163,517,798,67,15556,176
164,509,806,65,15720,164
165,502,822,64,15880,160
166,506,820,54,16032,152
167,498,838,65,16196,164
168,497,836,59,16368,172
169,505,828,50,16536,168
170,511,824,51,16708,172
171,503,854,65,16876,168
172,514,854,47,17032,156
173,531,852,41,17196,164
174,536,846,52,17372,176
175,539,802,54,17556,184
176,525,802,71,17744,188
177,531,802,47,17932,188
178,503,778,82,18132,200
179,489,798,70,18316,184
180,495,772,52,18492,176
181,498,770,53,18672,180
182,494,774,60,18852,180
183,484,762,65,19020,168
184,499,754,40,19180,160
185,496,772,60,19348,168
186,498,778,50,19516,168
187,495,802,58,19660,144
188,508,816,41,19824,164
189,494,848,68,20004,180
190,490,858,55,20180,176
191,501,850,42,20348,168
192,499,842,58,20528,180
193,500,816,57,20708,180
194,507,858,48,20880,172
195,507,830,54,21064,184
196,497,790,64,21232,168
197,501,790,50,21408,176
198,509,818,47,21576,168
199,512,826,51,21756,180
200,517,820,46,21940,184
201,503,864,70,22132,192
202,487,850,62,22316,184
203,480,848,46,22500,184
204,474,846,45,22680,180
205,471,894,54,22868,188
206,451,856,61,23060,192
207,445,864,53,23248,188
208,435,862,62,23436,188
