step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_merge_metadata_bytes,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_model_bytes,t2_b0_selected_providers
1,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11747342,11.747342,nan,11.747342,nan,60,480,475398,8634480,2636984,60
2,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11765490,23.512832,nan,11.76549,nan,60,480,478170,8634480,2652360,60
3,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11765490,35.278322,nan,11.76549,nan,60,480,478170,8634480,2652360,60
4,-100.0,5.0,698,349,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11801786,47.080108,nan,11.801786,nan,60,480,483714,8634480,2683112,60
5,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11874378,58.954486,nan,11.874378,nan,60,480,494802,8634480,2744616,60
6,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11883452,70.837938,nan,11.883452,nan,60,480,496188,8634480,2752304,60
7,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11919748,82.757686,nan,11.919748,nan,60,480,501732,8634480,2783056,60
8,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11892526,94.650212,nan,11.892526,nan,60,480,497574,8634480,2759992,60
9,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11847156,106.497368,nan,11.847156,nan,60,480,490644,8634480,2721552,60
10,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,11901600,118.398968,nan,11.9016,nan,60,480,498960,8634480,2767680,60
